日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-11-27,'688025,杰普特,39.08,39.38,38.9,39.06,39.06,0.02,0.0512,3.8452,811364,31807895.0,3609763950.08,824614730.72
2019-11-26,'688025,杰普特,39.06,39.38,38.88,38.93,38.98,0.08,0.2052,3.5069,739987,28927857.0,3607916578.56,824192717.04
2019-11-25,'688025,杰普特,38.98,39.35,38.38,39.2,39.15,-0.17,-0.4342,4.9193,1038012,40232637.0,3600527092.48,822504662.32
2019-11-22,'688025,杰普特,39.15,40.25,38.83,39.7,39.68,-0.53,-1.3357,6.293,1327866,52532943.0,3616229750.4,826091778.6
2019-11-21,'688025,杰普特,39.68,40.49,39.5,40.49,40.65,-0.97,-2.3862,7.7685,1639213,65499273.0,3665185095.68,837275141.12
2019-11-20,'688025,杰普特,40.65,41.65,40.59,41.5,41.51,-0.86,-2.0718,6.7408,1422363,58478070.0,3754782614.4,857742804.6
2019-11-19,'688025,杰普特,41.51,41.73,40.96,40.96,40.91,0.6,1.4666,5.6396,1189985,49168116.0,3834219589.76,875889392.84
2019-11-18,'688025,杰普特,40.91,41.58,40.68,41.3,41.23,-0.32,-0.7761,5.9108,1247220,51187492.0,3778798444.16,863228982.44
2019-11-15,'688025,杰普特,41.23,43.0,41.2,42.9,43.31,-2.08,-4.8026,11.1245,2347339,98423701.0,3808356388.48,869981201.32
2019-11-14,'688025,杰普特,43.31,43.84,42.87,42.92,42.83,0.48,1.1207,8.4315,1779096,77224705.0,4000483026.56,913870624.04
2019-11-13,'688025,杰普特,42.83,43.55,42.61,42.95,42.69,0.14,0.3279,6.6397,1401025,60267264.0,3956146110.08,903742295.72
2019-11-12,'688025,杰普特,42.69,43.52,42.6,43.0,43.0,-0.31,-0.7209,6.7421,1422635,61153332.0,3943214509.44,900788199.96
2019-11-11,'688025,杰普特,43.0,45.02,42.88,45.0,45.66,-2.66,-5.8257,14.3267,3023041,132521183.0,3971848768.0,907329412.0
2019-11-08,'688025,杰普特,45.66,47.47,45.59,46.35,46.26,-0.6,-1.297,13.3708,2821320,131322909.0,4217549180.16,963457231.44
2019-11-07,'688025,杰普特,46.26,47.46,45.05,45.3,45.14,1.12,2.4812,17.5674,3706841,171599053.0,4272970325.76,976117641.84
2019-11-06,'688025,杰普特,45.14,46.85,44.95,45.79,46.37,-1.23,-2.6526,12.0055,2533248,115958362.0,4169517520.64,952484875.76
2019-11-05,'688025,杰普特,46.37,49.0,45.91,48.6,49.3,-2.93,-5.9432,21.104,4453083,207974074.0,4283130869.12,978438717.08
2019-11-04,'688025,杰普特,49.3,50.53,48.28,49.42,49.23,0.07,0.1422,16.6861,3520877,173483090.0,4553770796.8,1040263721.2
2019-11-01,'688025,杰普特,49.23,52.28,48.13,52.28,58.66,-9.43,-16.0757,36.0351,7603659,381177846.0,4547304996.48,1038786673.32
2019-10-31,'688025,N杰普特,58.66,68.9,56.1,56.1,43.86,14.8,33.7437,68.8461,14526990,871981706.0,5418340668.16,1237766123.44
