日期,股票代码,名称,收盘价,最高价,最低价,开盘价,前收盘,涨跌额,涨跌幅,换手率,成交量,成交金额,总市值,流通市值
2019-11-11,'688028,沃尔德,54.5,58.88,54.5,58.8,60.79,-6.29,-10.3471,11.308,2052688,115510113.0,4360000000.0,989310105.5
2019-11-08,'688028,沃尔德,60.79,63.3,60.6,62.5,61.38,-0.59,-0.9612,9.9443,1805136,112330057.0,4863200000.0,1103489198.41
2019-11-07,'688028,沃尔德,61.38,62.4,60.01,60.18,60.01,1.37,2.283,11.1262,2019688,123870481.0,4910400000.0,1114199161.02
2019-11-06,'688028,沃尔德,60.01,61.36,59.2,60.4,60.11,-0.1,-0.1664,6.8522,1243836,74998220.0,4800800000.0,1089330264.79
2019-11-05,'688028,沃尔德,60.11,63.76,60.0,63.76,63.6,-3.49,-5.4874,8.8227,1601538,97752122.0,4808800000.0,1091145512.69
2019-11-04,'688028,沃尔德,63.6,65.18,63.11,64.58,63.35,0.25,0.3946,7.3767,1339059,85723675.0,5088000000.0,1154497664.4
2019-11-01,'688028,沃尔德,63.35,64.01,62.5,63.98,63.56,-0.21,-0.3304,6.2926,1142265,72531278.0,5068000000.0,1149959544.65
2019-10-31,'688028,沃尔德,63.56,69.48,62.62,68.33,68.55,-4.99,-7.2794,14.9829,2719762,177400007.0,5084800000.0,1153771565.24
2019-10-30,'688028,沃尔德,68.55,71.62,68.34,71.58,71.6,-3.05,-4.2598,9.8589,1789631,124553143.0,5484000000.0,1244352435.45
2019-10-29,'688028,沃尔德,71.6,76.21,71.6,76.0,76.88,-5.28,-6.8678,14.8554,2696626,199578913.0,5728000000.0,1299717496.4
2019-10-28,'688028,沃尔德,76.88,78.68,74.9,76.05,76.1,0.78,1.025,11.8066,2143184,164357591.0,6150400000.0,1395562585.52
2019-10-25,'688028,沃尔德,76.1,80.58,75.75,78.5,79.05,-2.95,-3.7318,10.9778,1992746,154292228.0,6088000000.0,1381403651.9
2019-10-24,'688028,沃尔德,79.05,83.44,79.05,81.0,82.68,-3.63,-4.3904,13.1609,2389038,194658534.0,6324000000.0,1434953464.95
2019-10-23,'688028,沃尔德,82.68,84.2,76.01,77.5,78.18,4.5,5.7559,22.739,4127685,333453935.0,6614400000.0,1500846963.72
2019-10-22,'688028,沃尔德,78.18,78.79,75.81,78.1,78.0,0.18,0.2308,10.496,1905282,147133543.0,6254400000.0,1419160808.22
2019-10-21,'688028,沃尔德,78.0,83.33,75.68,83.33,82.8,-4.8,-5.7971,16.0245,2908853,227121311.0,6240000000.0,1415893362.0
2019-10-18,'688028,沃尔德,82.8,86.8,82.41,82.9,82.9,-0.1,-0.1206,14.558,2642635,223546755.0,6624000000.0,1503025261.2
2019-10-17,'688028,沃尔德,82.9,86.66,82.73,85.25,86.43,-3.53,-4.0842,10.3523,1879199,158025195.0,6632000000.0,1504840509.1
2019-10-16,'688028,沃尔德,86.43,90.44,83.41,89.7,89.66,-3.23,-3.6025,16.6496,3022324,260545045.0,6914400000.0,1568918759.97
2019-10-15,'688028,沃尔德,89.66,92.5,88.81,89.95,89.51,0.15,0.1676,11.3411,2058694,186842451.0,7172800000.0,1627551267.14
2019-10-14,'688028,沃尔德,89.51,90.0,86.13,88.88,88.61,0.9,1.0157,11.4611,2080466,184382090.0,7160800000.0,1624828395.29
2019-10-11,'688028,沃尔德,88.61,92.28,88.54,91.6,91.6,-2.99,-3.2642,10.7741,1955772,176829867.0,7088800000.0,1608491164.19
2019-10-10,'688028,沃尔德,91.6,93.3,89.9,91.46,91.3,0.3,0.3286,10.6978,1941916,178129904.0,7328000000.0,1662767076.4
2019-10-09,'688028,沃尔德,91.3,92.84,89.4,90.73,89.8,1.5,1.6704,9.2768,1683970,154282296.0,7304000000.0,1657321332.7
2019-10-08,'688028,沃尔德,89.8,94.38,89.0,91.88,93.41,-3.61,-3.8647,11.3264,2056021,187458411.0,7184000000.0,1630092614.2
2019-09-30,'688028,沃尔德,93.41,103.9,89.31,103.9,103.95,-10.54,-10.1395,20.1938,3665684,351501890.0,7472800000.0,1695623063.39
2019-09-27,'688028,沃尔德,103.95,107.5,101.2,102.0,101.52,2.43,2.3936,16.2201,2944352,306765421.0,8316000000.0,1886950192.05
2019-09-26,'688028,沃尔德,101.52,111.58,101.4,111.0,111.98,-10.46,-9.341,22.9078,4158326,437569740.0,8121600000.0,1842839668.08
2019-09-25,'688028,沃尔德,111.98,122.99,111.88,121.0,121.11,-9.13,-7.5386,24.1714,4387713,513615664.0,8958400000.0,2032714598.42
2019-09-24,'688028,沃尔德,121.11,122.56,116.0,116.02,117.69,3.42,2.9059,26.2176,4759148,571026431.0,9688800000.0,2198446731.69
2019-09-23,'688028,沃尔德,117.69,121.4,116.71,117.9,116.5,1.19,1.0215,20.7514,3766892,448174690.0,9415200000.0,2136365253.51
2019-09-20,'688028,沃尔德,116.5,118.78,113.01,114.6,116.22,0.28,0.2409,20.6615,3750581,435307191.0,9320000000.0,2114763803.5
2019-09-19,'688028,沃尔德,116.22,121.98,110.69,112.01,113.01,3.21,2.8405,28.1494,5109818,599222637.0,9297600000.0,2109681109.38
2019-09-18,'688028,沃尔德,113.01,113.56,106.6,112.0,112.5,0.51,0.4533,23.096,4192494,460084495.0,9040800000.0,2051411651.79
2019-09-17,'688028,沃尔德,112.5,114.8,111.0,111.0,112.48,0.02,0.0178,17.9999,3267430,370101102.0,9000000000.0,2042153887.5
2019-09-16,'688028,沃尔德,112.48,114.88,109.0,109.5,109.0,3.48,3.1927,17.3605,3151370,354304762.0,8998400000.0,2041790837.92
2019-09-12,'688028,沃尔德,109.0,114.45,107.0,114.45,114.25,-5.25,-4.5952,20.3347,3691245,404591624.0,8720000000.0,1978620211.0
2019-09-11,'688028,沃尔德,114.25,117.2,111.01,113.0,114.01,0.24,0.2105,17.7609,3224042,370236750.0,9140000000.0,2073920725.75
2019-09-10,'688028,沃尔德,114.01,119.0,111.85,111.85,111.9,2.11,1.8856,21.9047,3976252,460810462.0,9120800000.0,2069564130.79
2019-09-09,'688028,沃尔德,111.9,115.63,110.72,113.0,113.99,-2.09,-1.8335,19.2976,3503000,395260959.0,8952000000.0,2031262400.1
2019-09-06,'688028,沃尔德,113.99,126.66,113.18,124.24,124.26,-10.27,-8.2649,27.8588,5057060,610049063.0,9119200000.0,2069201081.21
2019-09-05,'688028,沃尔德,124.26,124.8,117.0,120.0,120.0,4.26,3.55,27.46,4984667,603841403.0,9940800000.0,2255627040.54
2019-09-04,'688028,沃尔德,120.0,127.0,118.16,119.5,121.5,-1.5,-1.2346,36.5283,6630788,818721650.0,9600000000.0,2178297480.0
2019-09-03,'688028,沃尔德,121.5,123.5,104.42,105.06,106.3,15.2,14.2992,42.0775,7638112,887592924.0,9720000000.0,2205526198.5
2019-09-02,'688028,沃尔德,106.3,108.85,105.2,108.0,108.88,-2.58,-2.3696,17.3264,3145163,336328425.0,8504000000.0,1929608517.7
2019-08-30,'688028,沃尔德,108.88,112.0,102.66,105.52,106.4,2.48,2.3308,32.5822,5914476,637307684.0,8710400000.0,1976441913.52
2019-08-29,'688028,沃尔德,106.4,108.15,99.9,106.5,108.31,-1.91,-1.7635,29.9866,5443309,565226751.0,8512000000.0,1931423765.6
2019-08-28,'688028,沃尔德,108.31,114.38,106.1,114.0,115.17,-6.86,-5.9564,28.3022,5137559,564504957.0,8664800000.0,1966095000.49
2019-08-27,'688028,沃尔德,115.17,117.5,112.6,114.09,114.05,1.12,0.982,20.9307,3799445,437937274.0,9213600000.0,2090621006.43
2019-08-26,'688028,沃尔德,114.05,118.6,109.3,113.0,113.9,0.15,0.1317,27.3483,4964393,568371685.0,9124000000.0,2070290229.95
2019-08-23,'688028,沃尔德,113.9,128.32,105.05,125.0,128.32,-14.42,-11.2375,45.1005,8186851,968717177.0,9112000000.0,2067567358.1
2019-08-22,'688028,沃尔德,128.32,143.48,128.32,141.8,142.3,-13.98,-9.8243,34.4836,6259622,853233988.0,10265600000.0,2329326105.28
2019-08-21,'688028,沃尔德,142.3,142.8,134.18,136.01,139.1,3.2,2.3005,37.8394,6868789,958479400.0,11384000000.0,2583097761.7
2019-08-20,'688028,沃尔德,139.1,142.56,132.68,135.77,134.83,4.27,3.167,33.5135,6083527,842643801.0,11128000000.0,2525009828.9
2019-08-19,'688028,沃尔德,134.83,144.99,134.21,143.0,146.48,-11.65,-7.9533,36.6507,6653019,918809256.0,10786400000.0,2447498743.57
2019-08-16,'688028,沃尔德,146.48,154.99,146.1,154.01,152.6,-6.12,-4.0105,34.4844,6259769,940508014.0,11718400000.0,2658975123.92
2019-08-15,'688028,沃尔德,152.6,159.88,150.1,152.0,157.63,-5.03,-3.191,34.2235,6212410,961307223.0,12208000000.0,2770068295.4
2019-08-14,'688028,沃尔德,157.63,162.08,151.3,159.9,156.0,1.63,1.0449,44.8164,8135290,1268486821.0,12610400000.0,2861375264.77
2019-08-13,'688028,沃尔德,156.0,158.88,142.63,143.88,142.7,13.3,9.3203,56.4949,10255231,1554023743.0,12480000000.0,2831786724.0
2019-08-12,'688028,沃尔德,142.7,142.7,128.02,135.5,135.0,7.7,5.7037,45.8013,8314074,1139751765.0,11416000000.0,2590358753.3
2019-08-09,'688028,沃尔德,135.0,148.8,126.08,130.03,130.99,4.01,3.0613,56.8928,10327446,1409368534.0,10800000000.0,2450584665.0
2019-08-08,'688028,沃尔德,130.99,132.93,118.77,123.0,129.26,1.73,1.3384,45.1698,8199445,1031407896.0,10479200000.0,2377793224.21
2019-08-07,'688028,沃尔德,129.26,137.0,124.5,128.0,122.83,6.43,5.2349,47.7526,8668279,1134464649.0,10340800000.0,2346389435.54
2019-08-06,'688028,沃尔德,122.83,148.53,114.0,136.0,142.4,-19.57,-13.743,57.5777,10451772,1425968257.0,9826400000.0,2229668995.57
2019-08-05,'688028,沃尔德,142.4,148.88,127.22,139.0,138.3,4.1,2.9646,52.8402,9591814,1329772183.0,11392000000.0,2584913009.6
2019-08-02,'688028,沃尔德,138.3,151.2,128.5,129.78,126.0,12.3,9.7619,61.4441,11153635,1563079688.0,11064000000.0,2510487845.7
2019-08-01,'688028,沃尔德,126.0,126.0,102.02,105.7,105.0,21.0,20.0,55.1901,10018377,1125411787.0,10080000000.0,2287212354.0
2019-07-31,'688028,沃尔德,105.0,105.18,88.94,90.0,91.72,13.28,14.4788,61.6493,11190869,1063720875.0,8400000000.0,1906010295.0
2019-07-30,'688028,沃尔德,91.72,105.9,85.26,95.0,88.68,3.04,3.4281,68.9803,12521632,1174289699.0,7337600000.0,1664945373.88
2019-07-29,'688028,沃尔德,88.68,88.68,76.5,79.5,73.9,14.78,20.0,30.2981,5499858,463342497.0,7094400000.0,1609761837.72
2019-07-26,'688028,沃尔德,73.9,79.5,68.24,70.12,73.93,-0.03,-0.0406,56.3774,10233901,761823308.0,5912000000.0,1341468198.1
2019-07-25,'688028,沃尔德,73.93,82.1,62.23,68.0,70.33,3.6,5.1187,70.3285,12766372,902575539.0,5914400000.0,1342012772.47
2019-07-24,'688028,沃尔德,70.33,70.33,53.1,53.59,52.19,18.14,34.7576,62.919,11421365,695057575.0,5626400000.0,1276663848.07
2019-07-23,'688028,沃尔德,52.19,55.58,44.8,45.11,56.0,-3.81,-6.8036,40.6545,7379802,377529457.0,4175200000.0,947377879.01
2019-07-22,'688028,N沃尔德,56.0,70.07,38.42,53.89,26.68,29.32,109.8951,75.4893,13703182,687737007.0,4480000000.0,1016538824.0
